"email_address"	"active_send"	"active_receive"
"KKZKAHVSQL@VMRFDS.com"	0	1
"RSPOQOILRWVN@OSNPPIG.com"	0	1
"FMANTRVDDV@XCRTLKKH.com"	1	0
"OHSZDCZXVI@TOZVZG.com"	1	0
"IHORVCCUSR@TJHNGATI.com"	1	1
"ATOMHCLRJBCQ@TDLFJC.com"	1	0
"WPHQQHKXZP@TTGWWVKI.com"	1	0
"OOLWWWMEXKK@PMLWGLSI.com"	1	0
"WOIIGJXMGXE@WYUIVWQ.com"	1	1
"THJLSFAHEF@OTBUAGH.com"	0	1
"BEJYSBBBZMI@DVJAVP.com"	1	0
"ZTLNRSJVNZ@MKTXADFL.com"	1	0
"VCLIGXQOJH@QLZMQR.com"	1	1
"SXLQHBVWLE@DVSHQKF.com"	1	1
"NQPEPKRMIZA@RYPOQIC.com"	1	1
"VCEZMEC74@gmail.com"	0	0
"JCRVJGCJVGEI@ZFCHZVD.com"	1	0
"IQXQGRC799@gmail.com"	1	0
"IFLRGQLTKAME@WBJRBZI.com"	1	1
"UVEADTPQSWEY@IWOEDQR.com"	1	0
"OUOFICUHDM@BOEFV.com"	1	1
"KSXHUFLHUZMR@UPIQQUGN.com"	1	1
"TPAZH@gmail.com"	0	0
"UGJUCEDNKQM@ALVDTZUT.com"	1	0
"UTUYYECGKJPP@DREPJOFN.com"	1	0
"QIOEWIRDKDAS@UREBFXV.com"	1	1
"LGUEVAZTQRE@PWRROTSY.com"	1	1
"OQTFUXUIPU@HXIUUM.com"	1	0
"NERMDHELBZ@DAUEZSWO.com"	0	0
"VJWZYUMVEKDW@RWUWJN.com"	1	0
"DOCYJQFAWKQY@QRQGWU.com"	1	1
"FCPNLGDPZYJ@YXKMP.com"	1	0
"ZRJOKUSTSGEZ@YNZLZUW.com"	0	1
"RBURSGYARG@OPYYD.com"	0	1
"RCESZETXZEWM@WTPPROW.com"	1	0
"VQHCGVKXIW@MNSGBISP.com"	1	0
"RGYBZWMUSAQO@GCKEBY.com"	0	0
"QJWGDRHYBN@IWHCUNGA.com"	1	0
"UIEVQQVPTNM@LLOTLCF.com"	0	1
"XQMLDHZIBOPA@XHUCGQER.com"	1	1
"HQNGTEUXCQC@QRTPEPMF.com"	1	0
"SDHCUENZQE@HGCNMJD.com"	1	1
"HTXZNGQYLRGM@FRDZCHB.com"	1	1
"XEEX@gmail.com"	0	0
"MVZFOMKSORL@YGCVCKXY.com"	1	0
"MQOZTPSKMJ@CWEJL.com"	1	0
"BINMRCGOWP@VBANF.com"	1	0
"VJWYLVCEKH@GBZGY.com"	1	1
"WQZICCYTNP@KLZTGUO.com"	1	0
"OXTKVUVXEPMB@UFTDTZOU.com"	1	0
"PLKVWTYLOETW@PQFJCDJ.com"	1	1
"KMPIKKHGKWJY@QSFMT.com"	1	1
"RZKHCLMZNC@XLDHMON.com"	1	0
"DXLCWLMYQA@MPTPIWO.com"	1	1
"CBOPPMVIXX@VKOXXV.com"	1	1
"RVBFPUJOTFH@HBIEP.com"	1	1
"JLYEEKJBIXZ@ZYGLM.com"	1	1
"OCUEKSSJSJWP@GCDUIBB.com"	0	0
"GRBBXRBJBACL@TEJPCRKJ.com"	1	1
"OXNWUUIRYL@ZHFEFVQE.com"	0	1
"ZELBXCKRLKP@QWQOSFD.com"	0	1
"LQBABTBMLQNB@FPBBXIP.com"	0	0
"KMGEVDESHTYN@VHNPFD.com"	1	1
"YFQLUXKEVKKW@PMFXWNI.com"	1	1
"DJPVAFFTIU@QSXXRQ.com"	1	0
"XBDHWLPIJLLJ@FJWLGK.com"	1	0
"LFALMPVJXK@FCRIJ.com"	0	0
"DMQQLWYJMF@ALWXSY.com"	1	1
"HEWSYSLLXBEC@KGLPHJSJ.com"	1	1
"HHVQRLUZOR@MIAJASIM.com"	1	0
"FRMHLISVLRWO@FLVLCMB.com"	1	0
"FLGMAGUPZM@QNIFNICM.com"	1	1
"SQTCETTQYWHK@KRZPX.com"	1	0
"PGGUYIXUQZHC@ROCQXF.com"	1	1
"NZSXWBDMUJQQ@PQYBPWT.com"	1	1
"XYHEQGERFWQ@MXNWV.com"	1	0
"XANMCDSNLMPZ@AHDLBGT.com"	0	1
"ETURBAKRAV@SHDXZ.com"	1	1
"XUAUFZEIRAZ@OQJGAY.com"	1	0
"BAHPECYMGH@OBJFEVY.com"	1	1
"KGVWPBECCAPR@OCVIHXZ.com"	1	1
"RTDDLHWKNI@EQNSXMY.com"	1	0
"JNSBGEGPBQE@LDCJQCU.com"	1	1
"DJBRDKXYYS@OMPIWYMB.com"	1	1
"UXXMMPBJKEZ@BNXXUQTU.com"	1	0
"BRRK@gmail.com"	1	0
"TXDMLPHVAH@PZNVAQS.com"	1	0
"GBLUMHPCIV@KLIWKH.com"	1	0
"INILVXVKYS@NLVPX.com"	1	0
"RDGPKQYMYDXH@SHHUQXYD.com"	1	0
"EXNKQESDJSPX@IBWIG.com"	0	1
"YZNPTORKENL@KCEFTOG.com"	1	0
"XIYVSPSYJN@VHOVEP.com"	1	0
"AEXYPZWFFKR@RRHBG.com"	1	1
"ZFGBNSCZYTZE@QOTNOZSY.com"	1	0
"FWDHQOLPMKHU@ZCHIB.com"	1	1
"VHDJMNZHFTEN@ACHQMV.com"	1	0
"DFJHQABCUUIA@MKYMLON.com"	1	0
"DXMBZPFLXATL@ZPKWATK.com"	0	1
"FPFKCIHIAMFK@ZDDRNYTH.com"	1	0
"DESAIKZKNLNB@OTXJS.com"	0	0
"KMBNAAZFBPW@UXYBZQOJ.com"	0	1
"SYMDXNXXRKI@CRSXBU.com"	1	0
"EHMXGPgarden@gmail.com"	0	1
"NALGNCDVRN@TJMPD.com"	0	1
"MWAGKUADENA@FIEURHN.com"	0	0
"OULHESTQRRTU@UPRXRX.com"	0	1
"DLTNVFHHCFPM@QLIYXUGJ.com"	1	0
"RCLIUAGCBD@DSZBDJPK.com"	1	0
"UMQBNTHIKVY@LHYOLVP.com"	1	0
"PFERSRKPIBQ@MOCTXV.com"	1	1
"ZCMKEVORSZQC@OWAOAXX.com"	1	0
"DXXFMYXL.DXXFMYXL@RFIsupply.biz"	0	0
"FJFSERVXWVGV@OYWBFFC.com"	1	0
"QZEPFHOQUYR@HFTJVZXX.com"	0	0
"UKHENHTFBY@VISEO.com"	1	1
"VZOHXLCAWEBH@IRRQIF.com"	1	1
"XWHLWMZABHQI@SBPJS.com"	1	1
"ZOPRSBOUOMK@YPPDYFUI.com"	1	1
"NAEKQGOPCQU@RYIOAGL.com"	1	0
"GRPYQCMGNQ@EKRWSOFV.com"	1	0
"NAWCSKQEIU@LXBDMW.com"	1	0
"NQLVCUHYIA@OEVXKZKR.com"	1	1
"YPRQOBKJVHCL@UCYDRJLI.com"	1	0
"QLCZWHKFQENG@HJLXXR.com"	1	1
"DJNIOLSWMOK@SYTHCZ.com"	1	1
"PZQHFSUMCSW@RFUCS.com"	1	0
"TJBPOPNMKURU@YVPTBL.com"	0	1
"FGGZMGYCVTTX@YRHCK.com"	1	1
"ACLTCDGYKPM@XXHHXKE.com"	1	0
"RGKRVROIUXPV@WHCVPTCF.com"	1	0
"PBBSXFGEKAD@DPDYVG.com"	1	1
"LUQDYWPITZPY@FYBHS.com"	1	1
"OHCRITLAAQLZ@ESFEVVF.com"	1	0
"LICMEFFRMRVM@CHSFF.com"	1	1
"GIIELCKLEZQS@WBRAH.com"	1	1
"MXLRQXSSWLB@MTEGSHX.com"	1	0
"XOKOSEBRDRR@DPABYL.com"	1	1
"YILWITRJFI@YCCTNRJ.com"	0	0
"BTTVTZZBGETR@QDIZW.com"	0	0
"UPDUOECCVQJC@ADNFMM.com"	1	0
"TSOYBXGLKD@CUXJGJP.com"	1	0
"JLBTLDHBJS@OGEIEXDW.com"	1	0
"YCDOYEFULT@NESXOR.com"	1	0
"LUHXIDTPUME@WHHPFHNZ.com"	1	0
"LHCXUUGYXXF@RKOCP.com"	1	0
"CNFWGXULVBC@ZBURIN.com"	0	1
"UAJWAJBOTMIO@JROKYNWB.com"	0	1
"CYFFMFUHTF@TDKSLK.com"	1	0
"ILMLFCPOTH@EPHIVP.com"	1	1
"JIDLEFTFZX@SZVOXTQ.com"	1	1
"CHZBGXHMHZQ@BIFKP.com"	1	0
"ZDRRRRMCSA@PXKEJOA.com"	0	0
"LCGDKHXMMG@JXBWO.com"	1	1
"ZBCGP588@gmail.com"	1	0
"FJIAWYJKSAAG@CQWYQV.com"	0	1
"QQKXGJRYCK@AJWMPVG.com"	1	0
"WNKYKVKMQJ@MKOEXOMF.com"	0	0
"KUFOMNKLPKQU@XMSRMVT.com"	0	1
"CHMRBASYHBPO@NDVULHZ.com"	0	1
"FZGMURMEYUI@KQLVBHYN.com"	1	0
"TOIEMKJFGDPC@TCDFI.com"	1	0
"SWMBBYMOZEH@DMOWCTS.com"	0	0
"ZOWJJGHCOMI@OGZJLRH.com"	1	0
"SPRIXOHBLDTI@UCMCNZH.com"	1	1
"LFMRPJZCQC@PRXZZGJ.com"	1	0
"ESHRHPPCSU@SRWBB.com"	0	0
"MHUPMUSLDS@SKRRRVH.com"	0	1
"UCYRTVCFZTW@ABUTGYK.com"	0	0
"UOXLU877@cablewest.net"	0	0
"OOWBBBL@gmail.com"	1	1
"GKKNOZOCTW@UBCUO.com"	1	0
"CIGBAJJNDM@LBINZXXM.com"	1	0
"YKIFQDMUJMCF@HPRTRWKW.com"	1	1
"NJGUWPSOGYBU@BBPDZY.com"	0	0
"QAFPSROPEXC@VSHMMDP.com"	1	0
"DNYTDJJEDCA@VWYQMAH.com"	0	1
"OQCMSSNJOPK@MERVB.com"	1	1
"WZDJSNIGVR@EJCMNTJL.com"	1	0
"RLOCRBNFBU@ONRZLAM.com"	1	1
"HBCZSUTDXCFT@QRIPK.com"	1	1
"OBYHKGIJVCM@KYZMNFEC.com"	1	1
"WZNUFGSOBOZ@FNZAVNJX.com"	1	0
"ATLZYJAVVKNL@VMBZPD.com"	1	1
"VCLWPBKJHOIE@FHGKGZB.com"	1	0
"ANSLHWRXNLS@ARMKAGMO.com"	0	0
"VYHFOLZZRIB@VELRYJ.com"	1	0
"UNEFGNNORJEG@WCSFK.com"	1	1
"HOMDGWNLJUZ@CBMIWCXB.com"	1	1
"DTPAKFJMWXR@DTTXP.com"	1	1
"ZRPMJBTMXZC@VOAOME.com"	0	0
"BLCFIJASJKVR@IIEXHSC.com"	0	1
"KMRHOCWSYJ@BYYRVR.com"	1	1
"PWRTKNCQRYJL@JQSHSZX.com"	0	0
"YJMMNELJGOO@USRFY.com"	0	0
"WFIAJWWFSLU@DQQHIT.com"	1	1
"QGOGMLRCXSVY@NECQLD.com"	1	1
"QDPPIJZPXBVV@IQSMZY.com"	1	1
"ITUSHNLJPQ@FKLOUM.com"	1	1
"DHNYVACOCKE@SOLSQP.com"	0	0
"AYRGUDZAVX@VVUCSC.com"	0	0
"ACFRXBMV928@yahoo.com"	1	0
"OVSXPBZQILX@WBQJWIVI.com"	0	0
"HLXNASWQEV@XLVTII.com"	1	1
"QYSINYMWHRRD@GRMTKD.com"	1	0
"NYMMUFZNBPZ@MNFEHG.com"	1	1
"XGJBWIVLWURD@DRADL.com"	1	1
"XVUGTNCTBK@BFURWAO.com"	1	0
"OKXLGWVNXOA@GHDNSSP.com"	1	1
"KROSGHSKJFU@UARNA.com"	1	1
"YCEGXHQVQA@CMELRLR.com"	1	1
"HSIIOQDVOJ@VPEREC.com"	1	1
"DTXRCBDKQKK@IVRFULFU.com"	1	1
"WUOLZMWPCXS@BEEHGT.com"	1	1
"ANWXRTWNRJ@XHYQIM.com"	1	1
"SYFOJCHBYYM@HKUKWKR.com"	1	1
"EXXZYVPXTCEU@VVGTLWRQ.com"	1	1
"DDQAIZGSAMXJ@WFMMXUXD.com"	1	0
"EVLUSZHXBR@UPCKWAP.com"	1	0
"UUTSIQWMLW@UBVSEB.com"	0	1
"LKMGJNTMML@MUVOK.com"	0	1
"YIULIZJWMZOW@BKZIKB.com"	1	0
"CAMOEQGKUK@EQQHPPXJ.com"	1	1
"ZABXTVZWZIRU@OSZRUY.com"	1	0
"CYKKLTGJOB@UUWEFG.com"	1	0
"XGYHJIAJOZYN@RFNIM.com"	1	1
"JIWCLVVKDSA@ZCBPHY.com"	0	0
"MBPGUQARQUU@WMDPVGC.com"	1	1
"ZGTDRWUWAM@TIRWS.com"	1	0
"RMGXZBMCLLD@KZLTVY.com"	1	1
"FFJDJWUVVF@HFSRFA.com"	1	0
"VELQFKTJNIR@GURJVIHF.com"	1	0
"BMEZFJUSKF@FJSPWTUC.com"	1	0
"GFHEBVFDPNV@BAOZUL.com"	1	1
"DOFMZGRIBKH@TFMWNONV.com"	1	0
"KMBEGCZLOD@JWLMTYH.com"	1	0
"YHRCOCAEOH@HQZDI.com"	0	0
"YVSDIUXPQGVU@SHPLYRP.com"	0	1
"IIGNKMECSH@POGCG.com"	1	1
"VIM.VIM@gmail.com"	1	0
"YSVHCUYTGU@EICWAQQB.com"	1	1
"OCPDGDJZNQOT@XWBCZR.com"	1	1
"SWGWQZILOXXO@KTDHH.com"	1	0
"SSLPYPSSIX@WKQYGM.com"	1	1
"CENOVRULMU@IMPCLQAE.com"	1	0
"WHRVPTHLSCOY@JWBQJ.com"	1	0
"AMQNZMQDSQI@JPWDDJ.com"	1	0
"JYAOIRMNRP@ILOPUM.com"	1	1
"FJIIXPDUZUF@WNMCVIZ.com"	1	0
"YFDXICHQNHSY@YQUML.com"	1	0
"ZUJJNUQBZDUQ@YKAYYQI.com"	1	1
"TVGMUMVAVIQS@UQRWK.com"	1	1
"XIJVEMUPEHNR@NNBWHCV.com"	0	1
"QXFTFGIZKN@SULSDU.com"	0	0
"BHMRQIVGVI@MYLVISK.com"	1	0
"NBENVNWUCFBB@NWPHVP.com"	1	0
"COOHKJILRF@WRNPIP.com"	1	0
"ULMMIRGBQG@NDJYZFBK.com"	1	1
"TGHHOYGRGQI@CRJUVR.com"	1	1
"GMEAFRVVHKKG@MLWNQ.com"	1	1
"GXLZXWVSHZ@XGTBU.com"	1	0
"RMMBDQCYFUJ@SWKNGFD.com"	1	1
"NRTYCGIPXOO@JJJQRBVK.com"	0	1
"JEEXQSZJLP@KOVAO.com"	1	0
"ZBMQKMUPZG@SSIADPTG.com"	1	1
"GKIDUNMXOLB@IUBGGRT.com"	1	1
"RUVFEIUNOLN@QBEQQWI.com"	1	1
"CBKVLVGHUXXQ@VPEQHLFL.com"	0	1
"XCTQNWMHOGHR@LETJOE.com"	0	1
"FFPZINWDDCP@VCXNCB.com"	0	0
"RDBCQLKONUDV@UMENIQI.com"	1	0
"KCQYOSHGFVE@GUQOLF.com"	1	1
"AWLFLNXZIH@QISNFQ.com"	1	1
"ZUFMGZKKEHEH@QBIHNQJO.com"	1	0
"TSOIFVAZNWFJ@YSRCETN.com"	0	1
"DPXYKVQLISV@ABNAI.com"	1	0
"architectYCUDSQT@yahoo.com"	0	1
"SJOZAKJOGT@TDVNCLTB.com"	1	1
"ENJMILNSSL@VBQAJ.com"	1	0
"WENYJAOVPM@ZHKRPEE.com"	1	0
"NPJTPKXVMSXZ@XHKBLNNS.com"	0	0
"HKYXQDMMWV@CZDOS.com"	1	1
"EQYXJPLOQF@FWRDEY.com"	0	1
"WCHUODJUPGE@GQWSVN.com"	1	0
"JSBISJRAXXY@SBJYNTFX.com"	1	1
"WGJPCQJQEZ@FDDUHZ.com"	0	0
"AAFTNPNBRZTY@MQQOID.com"	0	0
"ZWCXMJAQOF@WQJQQ.com"	1	0
"OEWVOGONZBZO@SMGSLVNH.com"	1	1
"landscapeengineerIHDACRUI@gmail.com"	0	1
"SFKEZBLMUWV@PGIECRRI.com"	1	1
"GRBAPWAJYUU@NPNBU.com"	1	0
"AWZAUJREHLSJ@IPUVXAB.com"	1	0
"DRVXHTWIIGK@JGSKYRNM.com"	0	1
"TATHULUKMA@RMSIOD.com"	1	0
"LZWHCQBRVD@MFREJD.com"	1	0
"KARUXZBJSP@RCWJHV.com"	1	0
"HUDDPIXBOEWB@WUNAW.com"	1	0
"XUJTRGZDCLU@YMYSRGV.com"	1	0
"JPEDRWUFHI@FKTFNBEC.com"	1	1
"WOGDYUBVCKX@CTHYJDLW.com"	1	0
"GDNCXHAACW@WHFQMNT.com"	1	0
"GIMALKZXBRGT@MZRHMB.com"	1	1
"KDALKKZMLR@GJNBWIW.com"	1	1
"GIHOMKQKBSK@YKTSDNPW.com"	1	1
"WYILVJPFXN@XNTHIB.com"	1	0
"ERLIVVBBAGEF@RTHJWAF.com"	1	1
"BHVZKWHXGMV@ZQVXML.com"	0	1
"IBTFYRRTWM@PYIZQHP.com"	0	0
"QHVDCCDLLIWQ@KUWWWM.com"	1	0
"MIWFIPFSTJW@OPYRX.com"	1	0
"TDOZJDYOGMU@OZURJ.com"	1	1
"QSGNPSIAIPAE@EAUZZTN.com"	1	1
"UPHQEOFYWPQN@LIVKJC.com"	1	0
"HYOQICZSHY@XSZPSB.com"	1	1
"WBNLJRMDMLI@EJYTLATC.com"	1	0
"BXNXEGAYNW@EUMMSVHP.com"	1	0
"YVMXZCGLRAE@GICYP.com"	1	0
"PVAMLDIWVNR@KSAVWPV.com"	1	1
"DKVBOAUGBMEM@YVEFDS.com"	1	1
"ZTXHQNYWCKAI@OKNYRJUI.com"	1	0
"VHCRFVPNFWCT@RYBUC.com"	1	0
"VCLNNRAFPP@SSNHBYE.com"	1	0
"TIWNFEASZS@TDJPP.com"	1	0
"RYPPAXPGBE@SCSBSA.com"	1	0
"YJVHQLZYUF@OWCSHFZ.com"	1	1
"outdoorlivingEYJFC@yahoo.com"	0	0
"QHCKDFOICM@GGIRK.com"	1	0
"MUPWBAFBXOR@FBIDT.com"	1	1
"XGWFTHLUXC@COFYKK.com"	1	0
"UWMQQFGKNX@JEFOM.com"	1	0
"XUWCKZJKNQSZ@YRDRWK.com"	1	0
"KMWVQOUXNJG@KBGXCDXN.com"	1	1
"JASWVBILMAM@DQNQYCMG.com"	1	1
"KLBgarden@yahoo.com"	0	1
"FDUPOSXZGDA@ATDVQMPP.com"	1	1
"HHTWGHIRMBBN@YZVAGLIH.com"	1	0
"QSHDEOMGCRL@TFCERFE.com"	1	1
"XAUJFGZRBXTT@MRIVVDL.com"	1	0
"JQPINXOICOF@CQVXRBTJ.com"	1	1
"HSPHDSEQMM@KHRASIR.com"	1	1
"OGBIVLEBMGHL@HMGQDMJ.com"	1	0
"ZYMIYJBAFYH@XSAOGGL.com"	1	0
"LFKXEZMPlandscapeengineer@yahoo.com"	0	1
"IESUSKODIXPO@WDQGZF.com"	1	0
"GYXGQGOYTJU@HNERQDSY.com"	0	1
"LHHJZFUTPCZ@ACVNXYI.com"	1	1
"AOUJATZNBTP@YRGERE.com"	1	0
"EIXYFHCPVJ@AZRXGEO.com"	1	1
"KBOZUAUEUFS@DAUEZS.com"	1	1
"RWUULLRPEWR@ONSRLHNF.com"	1	0
"DSPXVYYZPK@SIDAQAEA.com"	1	1
"FOPFUYZAFQ@UAFRK.com"	0	0
"JUPLADAKTI@SWZBVWOM.com"	1	1
"TTSEUWKJPBCY@KADMIRS.com"	1	1
"JCEJCTXTYXR@XFWWNCDE.com"	1	0
"ZSWHVLRW.ZSWHVLRW@gmail.com"	1	0
"CTPJWSLTSKH@CMGTXJ.com"	0	1
"WJHPAWHGIBO@YXDSMHO.com"	1	1
"RQGURNMULZCM@KBITHNV.com"	1	1
"ZHSVQBEAHNAK@KJHOQQ.com"	0	0
"CYVPICDLSGQO@BVXXDKG.com"	1	0
"RTQKMWXUHYAN@BCOUX.com"	1	0
"WFIIPROBPZT@PZFXTQT.com"	1	0
"OASFNLWKDMFJ@OOKQD.com"	1	1
"ITCVWSDUPJI@FRHMM.com"	1	0
"HTVSNEMFEO@WWSJCRC.com"	1	0
"AONIVVWAIP@GSGDFI.com"	1	1
"YCXJCWIFKU@MKASDS.com"	1	0
"LTKEMJAXFQNJ@GDZVIHZ.com"	1	0
"IPQEMNCZXCCB@ZQNLTEGR.com"	0	1
"KULPUBKLEGO@RBRTH.com"	1	1
"MTJWTJPNYGT@JLNPTARG.com"	1	1
"NYWSDWEAUB@GLODUU.com"	0	0
"TNDCZNWHWYDS@JPJIGI.com"	1	0
"LEFZCECTEPIA@SMNJUVDE.com"	1	1
"DWNWBZWCQX@NESXX.com"	1	0
"LFXJFGEJDD@KDKFV.com"	1	1
"KAQDZAYKJZ@EPGIZYW.com"	1	0
"TGSKHTNRoutdoor@gmail.com"	0	1
"QHAGSNHEFK@LOBHP.com"	1	0
"WWGPYGTAEVS@NBCGCBKI.com"	1	1
"CXCVEPAWBPKT@SDBTJT.com"	1	0
"GTIMSQUVDF@QXXNSYUU.com"	1	0
"DBFPBMSURGZW@XPKWKA.com"	1	1
"XCJANOLOXTIB@THYVRJRI.com"	1	1
"WJGBKCOMQP@ROPWENP.com"	1	1
"GRPPVDLWRJ@BMHTNNNF.com"	1	1
"YLCVOIVOMGAV@WBBQJWE.com"	0	0
"HASAVLEMWTI@MDGMZD.com"	1	0
"ALGCMFQIWSZM@PVGAOWN.com"	1	1
"BXRVIXGYGB@ZELWVRUY.com"	1	0
"KGNMNWQISUDJ@LJUKHXAZ.com"	1	0
"LQZ@yahoo.com"	0	0
"FJLFBYZZGLMZ@CXTRJ.com"	1	0
"FYGEEWGUUEUD@XEKXK.com"	0	0
"PTQEQCUHYABQ@TWJBUBOB.com"	1	0
"TUJGLPJEQUSO@VCSVXFN.com"	1	0
"LHNZVgarden@gmail.com"	0	1
"KIUYYNPFBFKF@FUPCDLE.com"	1	0
"WDVFRRWADACX@PEINE.com"	1	0
"WWEDVYDURQPB@CKFXF.com"	1	0
"ZKEXUXWJZJT@YMONN.com"	1	1
"GLNCPCFHAE@IOKIA.com"	1	1
"ANBQEKMOLP@FFQPRW.com"	1	1
"LYMTZBKMKMZQ@NJZEHGID.com"	1	1
"VRAOSADELHUT@TOUSX.com"	1	0
"QCSKDQBHMTE@ZEDFIOJN.com"	0	0
"KGMBGWRVDO@XRAVHYRI.com"	1	0
"OCKQXAVLUPX@DDILGNE.com"	1	1
"AKYEOOQFBLZ@HVPAC.com"	0	1
"MRWFZUFBALV@LIGUWO.com"	1	1
"CGPEZVDIUARC@IEZTVK.com"	1	0
"DSWIREBUIX@VKHTQZN.com"	1	0
"ZDDGCDGSRAQD@VKRROJD.com"	1	0
"YTKNPMGXNZD@BHWAQZV.com"	1	1
"ZTYOATGRXHY@OIJMVOPM.com"	1	1
"VNBXQEBOUMH@EYLBGSS.com"	0	0
"JTHPMNTXXZ@ZAGGOZUF.com"	1	0
"BPVDYJDZNK@TQMNBYT.com"	0	0
"LTPNQGOIDSV@KBUHM.com"	1	0
"WOFIZUAPDRD@NXUSJI.com"	1	1
"LMAQVPTMIL@SAGLBA.com"	1	1
"OSOYSAUXSCPQ@FDUYMPAV.com"	0	1
"LUEWAWENSYUY@QMPRF.com"	1	1
"VORNQNTLUPW@QSEOG.com"	1	0
"KKMYHYUWXJRL@BDYMKAUZ.com"	1	1
"YQJEKJVUGO@DMAWPA.com"	0	1
"QFPMLMZCNMSK@GLYUE.com"	0	0
"ZFXUBLAUUPY@GJILCXW.com"	1	1
"STYASLUWWK@ZRMPJV.com"	1	0
"ZKWASLMEZXYV@GDWAFTRC.com"	1	1
"LVVANYEIIM@VVUEOG.com"	1	1
"FVOSQEXELX@RJEQDBQ.com"	1	1
"APQMUXQKDN@PSJCXPED.com"	1	0
"JNYFREIAQP@NFVTMJIB.com"	0	0
"LPJDNWMQCY@FROCEWU.com"	1	0
"STRSPFDJXUDF@KQFVGBS.com"	1	0
"NFZDMROIZHWU@WINHPH.com"	1	0
"KZEYYJSGPTW@RJAXMM.com"	1	1
"YZTMEHQJDJK@NSOAZ.com"	1	1
"ZGSDYVJGJTD@XICFHIF.com"	1	1
"ZOBDBJUXEDXU@ODZQIIT.com"	1	1
"LVNAHKPIGIG@KKSBGWJV.com"	1	0
"HLAUWYVIOJ@NDDIADK.com"	1	0
"UNVOBXPNVRU@QUSMPJBB.com"	1	0
"KIEGWVMLZSD@XPEGIF.com"	0	1
"WXQVFTZVXH@YXHGJ.com"	1	1
"EXRCMCSZSRL@MENVWLR.com"	1	1
"AHFADPWNOM@QXQHTM.com"	0	0
"LJTRQKNRVD@NBZJE.com"	1	0
"YHDYQFCXNSY@LIADX.com"	0	0
"CIMBLXLCJQW@JVWLDXQJ.com"	1	1
"VYJCQIILVWVS@XVHXO.com"	1	0
"HOEEQHLOCS@SZFVAC.com"	0	0
"YIILVVCRZBGD@BMBNJS.com"	1	1
"BWXOUOMQNUJ@HXGELRT.com"	1	1
"TVTHXKQLAS@CELUO.com"	1	1
"landscapeengineerQJDOUAOL@store.bigcommerce.com"	0	0
"KRSVVHSFZVI@IGMJHG.com"	1	1
"WHQJDAOZPW@VQPEPB.com"	1	0
"CRYIRXONUB@MQCPQNFA.com"	1	1
"JPZGWHZDFQKG@GUPFRB.com"	1	0
"SXMTVERFVT@ZEBPNMSC.com"	0	0
"NNKMWWVRTW@SHWKM.com"	1	0
"CNADFACHRQCY@ZRAHPD.com"	1	0
"EHXVAGYZSDN@FSOCQ.com"	1	1
"FNIYDBKRRJTF@IPGWHS.com"	0	0
"SELHLGGXXKWU@LCLZLUOO.com"	1	0
"WRSSZHSQNJ@KRVPQ.com"	1	1
"UJPUYTYDNRXW@TFLMBA.com"	0	1
"NSTBWIACVK@WANDCBY.com"	1	0
"UAUZIBEOKWL@DWOBKPB.com"	1	1
"CWYNTLVSJG@CLECUHRB.com"	1	1
"PTDSBWJAZA@AQIXEGKX.com"	1	0
"SEYYYESEMLVF@XQGBYR.com"	1	1
"KYQUWQLFFE@VEVLFIDU.com"	1	0
"EUVLOVXZCNOX@VDUDUT.com"	0	0
"CUUAN@hotmail.com"	0	0
"UBQEQVRVOAW@DWEPPL.com"	1	0
"MJIYMKZHNG@BIYVD.com"	1	0
"CGLAHAUDKFJY@ETVTNPW.com"	1	1
"ETAVFMOEKM@LNLOPZ.com"	1	0
"CLROGJGVEUG@SZIRLKRQ.com"	1	1
"FCMNYCUKEMAA@QFIULTTL.com"	0	0
"HVGNPLAOYFZO@EIVPU.com"	1	0
"XJFCXPNLGBTL@NSTASXV.com"	1	1
"ARPYXKLAGPFU@HSIOSK.com"	1	0
"QSFGQCJLAFCG@BBVRNHL.com"	1	0
"XQSPZKOKFO@NZWQV.com"	1	1
"GTOEFKCPGAE@LIWQDGL.com"	1	1
"RZAGBIUDKYS@JMGONSCN.com"	1	1
"QKVVRDNPXTU@DKTMXWJ.com"	1	1
"GJCMBFQZXUD@GJOBA.com"	0	0
"AUCYLGQIBHI@FNQPDY.com"	1	0
"AONTBPFDQILS@KUCISHM.com"	1	0
"GNMOJSYDOTX@TFOUYFAF.com"	1	1
"TNFUJRMARLKF@BUDALP.com"	0	0
"DBRJBKQBSXS@LKEIR.com"	1	0
"BQMYXZZXGO@ZBDQLZ.com"	1	0
"ZVUFHDLFSWVJ@WUELWI.com"	1	1
"XPCJSMPDKPEL@QJBQT.com"	1	1
"NHVHXTWNMPGY@AMWIVTP.com"	0	0
"DWTWTAMPYEG@QJHHIE.com"	1	1
"WSXUZLTUWW@BKMTVIVG.com"	1	1
"XRQNZSTBDL@LDNYLMX.com"	1	0
"IQRCJYNMMUL@BUIVBALE.com"	1	1
"HRNHRBQSCYAW@ANTKPWQ.com"	1	0
"ZTTQXPYPVPQT@IDKFSBOE.com"	1	0
"NYGIENPMHG@QSKBWL.com"	1	1
"MNREJYFIKED@DOVMWV.com"	1	0
"FGTNVYHCKD@JLGNGVMQ.com"	0	0
"supplyOUNI@yahoo.com"	1	1
"PZWYTLTBQU@MOAQGE.com"	1	0
"SCZDQKIPDRIL@PICYUFZN.com"	1	1
